Primary_Genre,All_Tags,Price_USD,Review_Score_Pct,Total_Reviews,Estimated_Owners
RPG,RPG;Open World;Post-apocalyptic;Singleplayer;Survival;FPS;Atmospheric;Shooter;Action;Adventure,14.99,88,3387,101610
RPG,RPG;Post-apocalyptic;Sandbox;Crafting;Open World;Building,4.99,38,1526,45780
RPG,RPG;Base Building;Post-apocalyptic;Singleplayer;Open World;Psychological Horror;Atmospheric;Sci-fi;Shooter;Survival,4.99,39,2245,67350
RPG,RPG;Post-apocalyptic;Open World;Singleplayer;FPS;Action;Shooter;First-Person;Adventure;Sexual Content,9.99,42,3322,99660
Adventure,Co-op;Funny;Puzzle;Adventure;Multiplayer;Physics;Sandbox;Puzzle Platformer;Action;Open World,5.99,92,171546,5146380
Action,Horror;Co-op;First-Person;Online Co-Op;Action;PvE;Adventure;Roguelike;Action-Adventure;Dungeon Crawler,9.99,85,5112,153360
Action,,0,0,0,0
Action,Racing;Open World;Multiplayer;Driving;Action;Competitive;Automobile Sim;Arcade;Adventure;Combat Racing,3.99,78,22647,679410
Action,FPS;Realistic;Shooter;Military;Multiplayer;Tactical;Action;First-Person;War;Online Co-Op,29.99,78,102381,3071430
Adventure,Nudity;Mature;NSFW;Simulation;Sandbox;Choices Matter;Story Rich;Adventure;Comedy;Sexual Content,24.99,69,13844,415320
RPG,Free to Play;RPG;Strategy;Turn-Based Strategy;Strategy RPG;RTS;Turn-Based Tactics;Tactical RPG;PvP;PvE,0,70,0,0
Massively Multiplayer,Racing;Open World;Multiplayer;Automobile Sim;Driving;PvP;Sandbox;Simulation;Exploration;Sports,19.99,76,16087,482610
Action,Sandbox;Gore;Physics;Blood;Violent;Moddable;2D;Singleplayer;Destruction;Simulation,9.99,97,288135,8644050
Action,Flight;VR;Combat;Jet;Simulation;Military;Realistic;War;Action;Vehicular Combat,29.99,98,19203,576090
Action,Open World;Female Protagonist;Exploration;Parkour;Magic;RPG;Action RPG;Action;Fantasy;Adventure,20.99,90,5281,158430
Indie,City Builder;Simulation;Medieval;Strategy;Sandbox;Management;Resource Management;Relaxing;Building;Economy,23.44,90,22220,666600
Adventure,Story Rich;Turn-Based Tactics;Funny;RPG;Singleplayer;Emotional;2D;Comedy;Fantasy;Soundtrack,19.99,95,1090,32700
Action,Multiplayer;Automobile Sim;Adventure;Driving;Simulation;Action;Exploration;Casual;Co-op;Survival,24.99,71,15399,461970
Strategy,Tower Defense;Strategy;Base Building;Roguelike;RTS;Tactical;Roguelite;Choices Matter;Procedural Generation;Resource Management,11.36,78,4441,133230
Action,Open World;Action;Crime;Automobile Sim;Multiplayer;Third Person;Adventure;Singleplayer;Third-Person Shooter;Moddable,19.99,87,169171,5075130
Action,Online Co-Op;Horror;Co-op;FPS;Multiplayer;Difficult;Shooter;Survival Horror;Action;Stealth,39.99,76,44840,1345200
Action,Simulation;Gambling;Multiplayer;Arcade;Action;Party;FPS;PvP;3D;Physics,7.77,69,552,16560
Action,Comedy;FPS;Singleplayer;Dark Humor;Adventure;Action-Adventure;Sci-fi;Shooter;First-Person;Action,39.99,88,19209,576270
Adventure,Early Access;Strategy;Roguelike;Creature Collector;Party-Based RPG;JRPG;Dungeon Crawler;Turn-Based Combat;Difficult;Dark Fantasy,17.59,93,2000,60000
RPG,RPG;Story Rich;Open World;Atmospheric;Mature;Fantasy;Third Person;Adventure;Great Soundtrack;Singleplayer,9.99,93,6525,195750
RPG,RPG;Open World;Story Rich;Atmospheric;Adventure;Singleplayer;Nudity;Mature;Fantasy;Great Soundtrack,19.99,93,9146,274380
Action,Singleplayer;Post-apocalyptic;Roguelike;Action;Sci-fi;Combat;Resource Management;Tower Defense;Pixel Graphics;Atmospheric,17.99,91,16108,483240
Adventure,Life Sim;Pixel Graphics;Management;Farming Sim;RPG;Medieval;Crafting;Building;Immersive Sim;Collectathon,13.49,91,14918,447540
Action,Action Roguelike;Roguelite;Hack and Slash;Indie;Mythology;Action;Roguelike;Singleplayer;Great Soundtrack;Story Rich,24.99,94,276875,8306250
Action,Tower Defense;Co-op;Strategy;Third-Person Shooter;PvE;Action;Multiplayer;Third Person;Online Co-Op;3D,5.99,77,10705,321150
Adventure,Puzzle;Co-op;Multiplayer;Escape Room;First-Person;Adventure;Online Co-Op;Mystery;Controller;Singleplayer,19.99,91,16053,481590
Action,Adventure;Metroidvania;Action Roguelike;Pixel Graphics;Roguelike;2D;Souls-like;Roguelite;Difficult;Hack and Slash,24.99,94,151889,4556670
Action,Action;Adventure;3D Platformer;Comedy;Platformer;Action-Adventure;Sandbox;Exploration;Collectathon;3D,16.99,98,182,5460
Action,Action Roguelike;Co-op;Roguelite;Hack and Slash;Dungeon Crawler;Multiplayer;PvE;Indie;Online Co-Op;Replay Value,24.99,91,13889,416670
Action,RPG;Action RPG;JRPG;2.5D;3D;2D;Comic Book;Story Rich;Action;Controller,23.99,92,862,25860
RPG,Dungeon Crawler;Online Co-Op;PvE;RPG;Party-Based RPG;Loot;MMORPG;Team-Based;Fantasy;Third Person,24.99,74,14357,430710
Adventure,Cats;Adventure;Atmospheric;Cyberpunk;Singleplayer;Cute;Exploration;Robots;Puzzle;Beautiful,29.99,96,149866,4495980
RPG,Open World;RPG;Post-apocalyptic;Singleplayer;Moddable;First-Person;Sci-fi;FPS;Adventure;Action,19.99,82,43078,1292340
Action,Horror;Multiplayer;Online Co-Op;Psychological Horror;Co-op;First-Person;Dark;Demons;Surreal;Investigation,19.99,81,18293,548790
Action,Action;FPS;Multiplayer;Shooter;First-Person;Singleplayer;War;Military;Online Co-Op;Co-op,39.99,93,14951,448530
Action,Open World;Action;Superhero;Singleplayer;Adventure;Third Person;Combat;Parkour;Story Rich;Action-Adventure,49.99,93,35466,1063980
Action,Action RPG;Online Co-Op;Loot;Dungeon Crawler;Third Person;Exploration;Action;RPG;Adventure;Controller,3.74,71,24291,728730
Indie,Early Access;Tower Defense;Strategy;Roguelite;Base Building;Deckbuilding;3D;Indie;Roguelike;Singleplayer,11.99,90,3481,104430
Action,Survival;Open World;Zombies;Base Building;Multiplayer;Co-op;Online Co-Op;Post-apocalyptic;Simulation;Action,29.99,83,56451,1693530
Unknown,,0.49,80,0,0
Indie,Strategy;RPG;Indie,0.99,90,0,0
Indie,RPG;Strategy;Indie,0.99,0,0,0
Action,Action;RPG;Indie,0.99,75,0,0
Action,RPG;Action;Indie,0.99,78,0,0
Action,Action;RPG;Indie,0.99,0,0,0
Action,Indie;Action;RPG,0.99,68,0,0
Action,Action;RPG;Indie,0.79,75,0,0
Indie,Strategy;RPG;Indie,0.79,0,0,0
Action,Strategy;Action;RPG;Indie,0.79,0,0,0
Indie,RPG;Indie,0.79,62,0,0
Action,Action;RPG;Indie,0.99,81,0,0
Action,Action;RPG;Indie,0.59,95,0,0
Action,Action;RPG;Indie,0.99,41,0,0
Action,Action;RPG;Indie,0.99,73,0,0
Indie,Strategy;RPG;Indie,0.49,0,0,0
Indie,Strategy;RPG;Indie,0.79,90,0,0
Indie,Strategy;RPG;Indie,0.99,0,0,0
Indie,Strategy;RPG;Indie,0.99,0,0,0
Indie,RPG;Strategy;Indie,0.79,94,0,0
Indie,Strategy;RPG;Indie,0.99,80,0,0
Indie,Strategy;RPG;Indie,0.79,92,0,0
Action,Strategy;Action;RPG;Indie,0,86,0,0
Action,RPG;Indie;Strategy;Action,0.99,82,0,0
Action,RPG;Singleplayer;Action RPG;Open World;Exploration;First-Person;Adventure;Sci-fi;Action;Character Customization,69.99,64,7307,219210
Action,Action;RPG;Souls-like;Action RPG;Anime;Character Customization;Singleplayer;JRPG;Open World;Vampire,69.99,75,3993,119790
Action,Survival Horror;Psychological Horror;Female Protagonist;Sci-fi;Atmospheric;LGBTQ+;Lovecraftian;Dark;Singleplayer;Mystery,19.99,94,28134,844020
RPG,Strategy;Simulation;Grand Strategy;Base Building;City Builder;Management;Historical;Building;Sandbox;Colony Sim,14.99,87,1619,48570
Action,Fighting;Action;Multiplayer;Gore;2D Fighter;Violent;Blood;Martial Arts;PvP;Arcade,49.99,82,30402,912060
Action,Character Customization;Sci-fi;RPG;Open World;Singleplayer;Third-Person Shooter;Action;Action RPG;Space;Third Person,3.99,65,15912,477360
Action,3D Platformer;Platformer;Adventure;Funny;Action;Family Friendly;Story Rich;Puzzle Platformer;Collectathon;Third Person,26.79,94,889,26670
Action,Free to Play;Action;MOBA;Multiplayer;PvP;Top-Down;Anime;Action RTS;Online Co-Op;Co-op,0,67,0,0
Adventure,Visual Novel;Adventure;Anime;Horror;Simulation;Text-Based;Supernatural;Hand-drawn;1980s;Mystery,9.99,96,5413,162390
Casual,Cozy;Management;Life Sim;Relaxing;Casual;Collectathon;Hand-drawn;Simulation;Cute;Trading,19.99,95,5749,172470
Adventure,Simulation;Sandbox;Exploration;Farming Sim;Realistic;Choose Your Own Adventure;3D;First-Person;Building;Third Person,24.99,74,3545,106350
Action,Open World;Zombies;Survival;Singleplayer;Post-apocalyptic;Multiplayer;Action;Story Rich;Action-Adventure;Third Person,39.99,91,79218,2376540
Adventure,Adventure;Hunting;Shooter;Exploration;FPS;Realistic;Sports;First-Person;3D;Nature,7.49,84,8100,243000
Action,Pirates;Open World;Assassin;Adventure;Action;Stealth;Parkour;Third Person;Naval;Multiplayer,39.99,87,70098,2102940
Action,Shooter;Singleplayer;FPS;Gore;Horror;Violent;Action;First-Person;Bullet Time;Blood,10.19,92,13966,418980
Action,FPS;World War II;Multiplayer;Shooter;PvP;First-Person;Free to Play;Vehicular Combat;War;Team-Based,0,80,253,7590
Simulation,Simulation;Multiplayer;Online Co-Op;Open World;Farming Sim;Farming;Co-op;Job Simulator;Realistic;Sandbox,24.99,79,37252,1117560
Action,God Game;Open World;Sandbox;Colony Sim;Simulation;Exploration;Space;Casual;Cute;Science,4.99,93,64531,1935930
Massively Multiplayer,Cozy;Horses;Mystery;Exploration;Open World;Investigation;Story Rich;Relaxing;Female Protagonist;Psychological Horror,14.99,80,869,26070
Action,Co-op;Multiplayer;Local Co-Op;Puzzle;Split Screen;Adventure;Action;Singleplayer;Cute;Family Friendly,2.99,79,6869,206070
Casual,Card Game;Multiplayer;Tabletop;Board Game;Casual;Family Friendly;Funny;Strategy;Co-op;Online Co-Op,9.99,48,41642,1249260
Action,Action;Adventure,2.99,68,0,0
Action,Action;Adventure,2.99,81,0,0
Action,Action;Adventure,2.99,84,0,0
Action,Action;Adventure,2.99,80,0,0
Casual,Sandbox;Space;Simulation;Physics;Science;Destruction;Realistic;God Game;Education;Singleplayer,29.99,96,26231,786930
Adventure,Open World Survival Craft;Survival;Underwater;Singleplayer;Open World;Horror;Exploration;Base Building;Indie;Adventure,29.99,87,93469,2804070
Adventure,Choices Matter;Story Rich;Adventure;Singleplayer;Great Soundtrack;Atmospheric;Episodic;Drama;Sexual Content;Choose Your Own Adventure,0,90,22018,660540
Action,Tanks;Free to Play;Shooter;Action;FPS;Multiplayer;PvP;Massively Multiplayer;Strategy;World War II,0,64,928,27840
Action,Strategy;Singleplayer;Wargame;RTS;Multiplayer;Action RTS;Co-op;World War II;PvE;Real Time Tactics,59.99,68,22603,678090
Action,PvP;Pixel Graphics;Multiplayer;Shooter;FPS;Action;Character Customization;Combat;First-Person;Battle Royale,0,68,0,0
Action,Sandbox;Building;Survival;Space;Sci-fi;Physics;Simulation;Destruction;Moddable;Singleplayer,29.99,67,3711,111330
Adventure,,0,0,0,0
Action,Singleplayer;Action;FPS;Multiplayer;Shooter;Military;First-Person;Tactical;Story Rich;Modern,59.99,81,23556,706680
Action,Singleplayer;Sci-fi;Psychological Horror;Atmospheric;Cinematic;Dark;Adventure;Horror;Puzzle;Walking Simulator,24.99,91,5281,158430
Action,Action;Open World;Superhero;Stealth;Third Person;Singleplayer;Adventure;Detective;Story Rich;Fighting,19.99,95,105650,3169500
Action,Open World;Action;RPG;Singleplayer;Fantasy;Adventure;Third Person;Violent;Stealth;Gore,49.99,88,85250,2557500
Casual,Multiplayer;Online Co-Op;Local Co-Op;Cooking;Casual;Simulation;Family Friendly;Local Multiplayer;Cute;Funny,39.99,65,5168,155040
Casual,Simulation;Casual;Strategy;Building;City Builder;Sandbox;Life Sim;Exploration;Management;Cartoony,29.99,96,8229,246870
Action,Pixel Graphics;MMORPG;Free to Play;Roguelike;Perma Death;Bullet Hell;Action Roguelike;Difficult;Roguelite;Indie,0,55,194,5820
Adventure,Adventure;Point & Click;Puzzle;Comedy;Funny;Comic Book;Story Rich;Detective;Cartoony;Episodic,9.99,97,1572,47160
Action,Early Access;Military;Tactical;Realistic;FPS;Singleplayer;Co-op;War;Survival Horror;Multiplayer,39.99,55,12582,377460
Adventure,Horror;Adventure;Singleplayer;Puzzle;Dark;Atmospheric;Psychological Horror;Story Rich;Multiplayer;Stealth,9.89,89,47539,1426170
Action,Story Rich;Open World;Walking Simulator;Atmospheric;Great Soundtrack;Cinematic;Post-apocalyptic;Adventure;Exploration;Singleplayer,39.99,89,43900,1317000
Adventure,Psychological Horror;Horror;Story Rich;Atmospheric;Retro;Indie;Psychological;Gore;Walking Simulator;Dark,9.09,94,32118,963540
Indie,Dwarf;Colony Sim;Base Building;Simulation;Strategy;City Builder;Sandbox;Management;Building;Survival,23.99,93,28605,858150
Action,Early Access;Adventure;Open World;Vampire;Base Building;Survival;Crafting;Online Co-Op;Atmospheric;Exploration,19.99,74,1161,34830
Action,Action;FPS;Multiplayer;Zombies;Space;Futuristic;Shooter;Hero Shooter;First-Person;Singleplayer,59.99,90,16800,504000
Casual,Creature Collector;Casual;Simulation;Free to Play;Farming Sim;Colony Sim;Cute;Cartoony;Collectathon;Colorful,0,90,0,0
RPG,JRPG;Tactical RPG;Party-Based RPG;3D;Controller;Story Rich;Lore-Rich;RPG;Fantasy;Class-Based,29.99,91,3673,110190
Strategy,Strategy;Wargame;Modern;RTS;Real Time Tactics;Action RTS;War;Tactical;Deckbuilding;Realistic,49.99,55,24851,745530
RPG,RPG;Casual;JRPG;Action;City Builder;Action-Adventure;Exploration;Cute;Party-Based RPG;3D,59.99,86,11424,342720
Action,Free to Play;MMORPG;Open World;Massively Multiplayer;Fantasy;RPG;Adventure;Multiplayer;Character Customization;Based On A Novel,0,85,171,5130
Action,Singleplayer;Exploration;Co-op;Survival;Base Building;Open World;Crafting;Adventure;Open World Survival Craft;Action,16.49,62,7415,222450
Action,Indie;Adventure;Action;Sports;Skateboarding;RPG;Surreal;Atmospheric;Demons;Skating,15.99,98,2037,61110
Action,Fighting;Anime;Action;2D Fighter;Multiplayer;Local Multiplayer;Competitive;Controller;PvP;Arcade,14.39,91,53794,1613820
Racing,Racing;Early Access;Automobile Sim;Singleplayer;Physics;3D;VR;Asynchronous Multiplayer;Time Attack;Realistic,29.99,86,6932,207960
RPG,RPG;Fantasy;Singleplayer;First-Person;Story Rich;Magic;Adventure;Character Customization;Choices Matter;Combat,49.99,76,11429,342870
Strategy,Turn-Based Strategy;Strategy;Turn-Based;Multiplayer;Historical;4X;Addictive;Singleplayer;Hex Grid;Grand Strategy,29.99,93,126590,3797700
Casual,Card Battler;Trading Card Game;Turn-Based Tactics;PvP;Free to Play;Deckbuilding;Card Game;Turn-Based Strategy;Turn-Based;Board Game,0,67,0,0
Action,Funny;Multiplayer;First-Person;Comedy;Simulation;Online Co-Op;Strategy;Dark Humor;Co-op;Casual,9.99,80,25371,761130
Simulation,Simulation;Farming Sim;Co-op;Multiplayer;Agriculture;Moddable;Management;Sandbox;3D;First-Person,19.99,95,67214,2016420
Action,Free to Play;Anime;Third-Person Shooter;Hero Shooter;FPS;Shooter;Multiplayer;Sexual Content;PvP;Action,0,72,0,0
Action,Precision Platformer;Difficult;Great Soundtrack;Pixel Graphics;Indie;Platformer;2D Platformer;Female Protagonist;Singleplayer;2D,4.99,97,123311,3699330
Action,Wargame;Military;Real Time Tactics;RTS;Strategy;Cold War;War;Turn-Based Strategy;Tanks;PvP,39.99,81,13324,399720
Action,Action;Dark Fantasy;RPG;Difficult;Atmospheric;Lore-Rich;Great Soundtrack;Story Rich;Action RPG;Third Person,24.99,85,1723,51690
Casual,Sailing;Exploration;Nature;Creature Collector;Crafting;Singleplayer;Farming Sim;Casual;Nonlinear;Colorful,17.99,88,0,0
Action,Strategy;Fantasy;RTS;War;Turn-Based Strategy;Games Workshop;Grand Strategy;Multiplayer;Tactical;Dark Fantasy,59.99,88,32499,974970
Adventure,Anime;Detective;Visual Novel;Mystery;Story Rich;Great Soundtrack;Singleplayer;Psychological Horror;Adventure;Dark Comedy,1.99,94,27819,834570
Action,Strategy;Co-op;Horror;Shooter;Tactical;FPS;Multiplayer;Co-op Campaign;Immersive;Gun Customization,19.99,82,11745,352350
Action,Aliens;Third-Person Shooter;Action-Adventure;Co-op;Sci-fi;Comedy;Adventure;Action;Third Person;Dark Comedy,9.99,80,2168,65040
Indie,RPG;Early Access;City Builder;Colony Sim;Strategy;Singleplayer;Sandbox;Economy;Moddable;Management,29.99,80,15668,470040
Action,Racing;Destruction;Automobile Sim;Simulation;Multiplayer;Driving;Physics;Action;Indie;Sports,11.99,83,29830,894900
Casual,Simulation;Multiplayer;Building;Online Co-Op;Open World;Relaxing;Realistic;Driving;Education;Immersive Sim,34.99,85,9562,286860
Adventure,Early Access;Colony Sim;Survival;Open World Survival Craft;Multiplayer;Vikings;Sandbox;Base Building;Online Co-Op;Crafting,24.99,76,9587,287610
RPG,RPG;Creature Collector;JRPG;Party-Based RPG;Anime;Turn-Based Combat;3D;Villain Protagonist;Silent Protagonist;Fantasy,19.99,75,793,23790
Indie,Strategy;Tower Defense;Roguelite;Dark Fantasy;Turn-Based Strategy;Roguelike;Indie;Base Building;City Builder;Management,11.99,86,2692,80760
Action,Action RPG;Hack and Slash;Loot;Isometric;Dark Fantasy;RPG;Dungeon Crawler;Singleplayer;Co-op;Character Customization,24.99,92,88051,2641530
Action,Resource Management;Exploration;Combat;Roguelite;Puzzle;Roguelike;Tower Defense;3D;Real Time Tactics;Strategy,9.74,78,0,0
Action,Co-op;Local Co-Op;Cute;Pixel Graphics;Multiplayer;2D Platformer;Difficult;Precision Platformer;2D;Platformer,7.49,67,4065,121950
RPG,Superhero;Turn-Based Tactics;Deckbuilding;Turn-Based Strategy;Tactical RPG;Turn-Based Combat;Character Customization;Card Game;Strategy RPG;Tactical,15.99,84,16315,489450
Adventure,RPG;JRPG;Martial Arts;Hunting;2.5D;2D;Pixel Graphics;Controller;Multiple Endings;Medieval,19.99,70,702,21060
Action,Horror;Singleplayer;Survival Horror;Robots;First-Person;Multiple Endings;Stealth;Exploration;3D;Action,39.99,88,63599,1907970
Casual,Life Sim;Utilities;Creature Collector;Cute;Relaxing;Casual;Atmospheric;Education;Fishing;Character Customization,9.99,94,855,25650
Action,Adventure;Exploration;Anime;Detective;Action-Adventure;Story Rich;3D;Colorful;Mystery;Atmospheric,23.99,79,1787,53610
Casual,Automation;Medieval;Sandbox;Building;Strategy;Multiplayer;Casual;Singleplayer;Crafting;Base Building,17.99,88,1847,55410
Action,Action;Action-Adventure;Adventure;Exploration;2D Platformer;Stealth;Top-Down Shooter;2D;Pixel Graphics;Cinematic,19.99,78,591,17730
Action,Souls-like;Exploration;Combat;Dark Fantasy;Online Co-Op;Action;RPG;Story Rich;Dragons;Singleplayer,29.99,76,33242,997260
Simulation,Simulation;Strategy;Colony Sim;City Builder;Exploration;Immersive Sim;3D Vision;Realistic;Top-Down;Mars,39.99,66,1800,54000
Action,Metroidvania;Souls-like;Pixel Graphics;Dark Fantasy;Violent;Gore;Gothic;2D;Action;Vampire,12.59,92,4118,123540
Action,Historical;War;Multiplayer;Realistic;Military;Action;Simulation;FPS;First-Person;Strategy,29.99,95,12865,385950
Adventure,Survival;Open World Survival Craft;Open World;Exploration;Atmospheric;Singleplayer;First-Person;Adventure;Crafting;Sandbox,19.99,84,105157,3154710
Adventure,Adventure;Point & Click;Puzzle;3D;Cartoony;Comedy;Satire;Story Rich;Singleplayer;Cartoon,9.99,99,428,12840
Action,Dwarf;Action Roguelike;Roguelite;Bullet Hell;Top-Down Shooter;PvE;Top-Down;Arena Shooter;Procedural Generation;Action,9.09,81,44480,1334400
Action,RPG;Action;Action RPG;Card Battler;Story Rich;Deckbuilding;Turn-Based Tactics;Collectathon;JRPG;Trading,39.99,0,0,0
Adventure,Strategy;City Builder;RTS;Simulation;Base Building;Multiplayer;Colony Sim;Building;Economy;Tactical,13.99,68,53834,1615020
Massively Multiplayer,RPG;Turn-Based Combat;Loot;Dark Fantasy;Party-Based RPG;Isometric;PvE;PvP;Asynchronous Multiplayer;Turn-Based Strategy,0,58,0,0
RPG,,0,0,0,0
Action,Survival;Open World Survival Craft;Multiplayer;Open World;Zombies;Nudity;Massively Multiplayer;Action;Realistic;Singleplayer,44.99,75,95520,2865600
Action,Exploration;Arcade;Action-Adventure;3D;First-Person;Dark Comedy;Horror;Psychological Horror;Dark Humor;Open World,4.99,96,1672,50160
Simulation,Simulation;Trains;Transportation;Immersive Sim;Automobile Sim;Driving;America;Strategy;Exploration;First-Person,39.99,80,1134,34020
Strategy,Strategy;Historical;Turn-Based Strategy;Grand Strategy;Rome;Tactical;War;Multiplayer;Real Time Tactics;RTS,59.99,92,56716,1701480
Indie,Management;Difficult;Story Rich;Psychological Horror;Simulation;Horror;Gore;Great Soundtrack;Singleplayer;Indie,24.99,95,47733,1431990
Action,Racing;Simulation;Sports;Automobile Sim;Multiplayer;VR;Driving;Indie;Realistic;Action,39.99,92,10975,329250
Action,Free to Play;MMORPG;RPG;Massively Multiplayer;Adventure;Multiplayer;Fantasy;Action;Open World;Character Customization,0,70,296,8880
Action,Flight;Jet;Military;War;Arcade;Shooter;Cinematic;3D;PvP;Action,59.99,89,43885,1316550
Indie,Colony Sim;Base Building;Survival;Resource Management;Building;Singleplayer;Management;2D;Sandbox;Simulation,24.99,96,130111,3903330
Casual,Pixel Graphics;Relaxing;Fishing;Idler;Creature Collector;Cozy;Atmospheric;Resource Management;Casual;Minimalist,14.99,94,6671,200130
Action,Fighting;Action;Character Customization;Multiplayer;Fantasy;Swordplay;Local Multiplayer;3D Fighter;Arcade;Nudity,5.99,91,9529,285870
Action,Sexual Content;Nudity;Hentai;Mature;Free to Play;NSFW;Female Protagonist;Anime;3D;Action,0,77,0,0
Action,RPG;Hack and Slash;Loot;Action RPG;Multiplayer;Action;Adventure;Free to Play;Dungeon Crawler;Combat,0,73,0,0
Action,Singleplayer;Action;Adventure;Action-Adventure;Stealth;3D;Third-Person Shooter;Third Person;Atmospheric;Cinematic,69.99,0,0,0
Action,3D Fighter;Third Person;3D;Combat;Boxing;Controller;Fighting;Sports;Realistic;Multiplayer,49.99,46,18357,550710
Action,Free to Play;Character Customization;MMORPG;Anime;Multiplayer;RPG;Action;Online Co-Op;JRPG;Massively Multiplayer,0,40,0,0
Action,Online Co-Op;Simulation;Adventure;Cooking;Management;Fantasy;Co-op;First-Person;Action;Building,7.49,94,7832,234960
Action,Zombies;Co-op;Multiplayer;FPS;Action;Horror;Shooter;Online Co-Op;Survival;Team-Based,9.99,95,56069,1682070
Action,RPG;Looter Shooter;Multiplayer;FPS;Online Co-Op;Loot;Open World;Action;Co-op;Shooter,59.99,81,126196,3785880
Massively Multiplayer,Racing;Simulation;Action;Multiplayer;Moddable;VR;Physics;Controller;Sandbox;Open World,14.99,92,81097,2432910
Adventure,Casual;Adventure;Tactical;Turn-Based Strategy;Roguelike Deckbuilder;Card Game;Card Battler;Roguelike;Deckbuilding;Procedural Generation,19.99,50,10458,313740
Simulation,Space;Strategy;RTS;4X;Singleplayer;Sci-fi;Multiplayer;Tactical;Co-op;PvE,49.99,77,6660,199800
Action,Inventory Management;Survival Horror;Action;Zombies;Horror;Third-Person Shooter;Singleplayer;Adventure;Classic;Third Person,19.99,96,72598,2177940
Action,Early Access;Funny;Online Co-Op;Comedy;Exploration;Multiplayer;Dungeon Crawler;First-Person;Voice Control;Fantasy,8.99,85,231,6930
Adventure,JRPG;RPG;Anime;Party-Based RPG;Turn-Based Strategy;Story Rich;Dating Sim;Adventure;Great Soundtrack;Strategy,59.99,95,36560,1096800
Casual,Free to Play;VR;Casual;Strategy;Gambling;Card Game;Multiplayer;Sexual Content,0,55,0,0
Action,Open World;Co-op;Zombies;Parkour;Multiplayer;Horror;Gore;Post-apocalyptic;Combat;Survival,59.99,76,157901,4737030
Action,Survival;Adventure;Life Sim;Roguelike;Action;Survival Horror;Open World;VR;Nature;Atmospheric,22.49,76,972,29160
Action,Free to Play;Dungeons & Dragons;RPG;MMORPG;Massively Multiplayer;Fantasy;Adventure;Multiplayer;Action;Dragons,0,70,0,0
Adventure,Adventure;Point & Click;Comedy;Singleplayer;Puzzle;Indie;Funny;Story Rich;2D;Great Soundtrack,1.99,87,2349,70470
Action,Stealth;Open World;Action;Story Rich;Tactical;Cinematic;Third Person;Great Soundtrack;Singleplayer;Atmospheric,19.99,92,71253,2137590
Action,Open World;Singleplayer;Female Protagonist;Action;Exploration;Story Rich;RPG;Post-apocalyptic;Third Person;Sci-fi,59.99,84,18657,559710
Indie,Automobile Sim;Simulation;Open World;Driving;Survival;Realistic;First-Person;Building;Singleplayer;Racing,14.99,93,102924,3087720
Action,RPG;Open World;Character Customization;Choices Matter;Fantasy;Story Rich;Singleplayer;Sexual Content;Adventure;Action,9.99,71,18480,554400
Action,Hand-drawn;Puzzle Platformer;Action-Adventure;Action;Cute;Adventure;Comic Book;Atmospheric;Puzzle;Fantasy,13.39,94,176,5280
Casual,Simulation;Management;Life Sim;Immersive Sim;Economy;Crafting;Singleplayer;First-Person;Trading;Building,13.99,91,505,15150
Adventure,Mystery;Investigation;Detective;Conspiracy;Adventure;2D;Puzzle;Atmospheric;Choices Matter;Crime,13.99,83,3447,103410
RPG,RPG;JRPG;Fantasy;Remake;Story Rich;Classic;Great Soundtrack;Singleplayer;Turn-Based;Turn-Based Combat,6.39,83,2629,78870
Racing,Racing;Driving;Controller;Singleplayer;3D;Automobile Sim;RPG;Arcade;Vehicular Combat;Open World,49.99,88,14472,434160
Action,Choices Matter;Story Rich;Multiple Endings;Cinematic;Singleplayer;Emotional;Robots;Futuristic;Sci-fi;Adventure,39.99,97,199662,5989860
Indie,Early Access;MMORPG;Open World Survival Craft;Idler;Sandbox;Relaxing;Cozy;Point & Click;Base Building;Exploration,15.99,73,2846,85380
Massively Multiplayer,PvE;Sandbox;Medieval;MMORPG;Crafting;Open World;Base Building;RPG;Exploration;PvP,17.99,69,6702,201060
Action,Roguelike;Singleplayer;Bullet Hell;Action Roguelike;Local Co-Op;Survival;Multiplayer;Sci-fi;Arena Shooter;Roguelite,4.99,94,104471,3134130
Simulation,Simulation;Management;Economy;Singleplayer;Trading;Parody ;Early Access;Capitalism;Cats;Cozy,15.99,92,832,24960
Action,Open World;RPG;Singleplayer;Historical;Action;Assassin;Third Person;Adventure;Mythology;Stealth,59.99,86,165913,4977390
Simulation,Sandbox;Destruction;Multiplayer;Building;LEGO;Open World;Physics;Family Friendly;Driving;Simulation,19.99,95,50280,1508400
Indie,Building;City Builder;Strategy;Resource Management;Medieval;Agriculture;4X;Historical;Economy;Base Building,34.99,86,22469,674070
Indie,Simulation;Flight;Racing;Realistic;First-Person;Sports;Multiplayer;Immersive Sim;Indie;Early Access,19.99,96,12449,373470
Indie,Early Access;Shop Keeper;Crafting;Medieval;RPG;Story Rich;Design & Illustration;3D;Atmospheric;Management,19.99,95,980,29400
Casual,Cozy;Simulation;Multiple Endings;Satire;Relaxing;Management;Life Sim;Sandbox;Physics;Crime,19.99,91,6529,195870
Action,Early Access;Extraction Shooter;Third-Person Shooter;Post-apocalyptic;Survival;Loot;PvE;Gun Customization;Shooter;Exploration,15.99,79,168,5040
