Primary_Genre,All_Tags,Price_USD,Review_Score_Pct,Total_Reviews,Estimated_Owners
RPG,RPG;Open World;JRPG;Fantasy;Story Rich;Great Soundtrack;Singleplayer;Adventure;Action;Multiplayer,13.99,82,43580,1307400
Action,Survival;Open World;Nudity;Building;Open World Survival Craft;Crafting;Multiplayer;Sandbox;RPG;Massively Multiplayer,9.99,81,75378,2261340
Action,Resource Management;Medieval;Historical;Zombies;Colony Sim;Base Building;Difficult;Action RTS;Survival;RTS,13.49,87,9804,294120
Action,Strategy;Turn-Based Strategy;Grand Strategy;RTS;Fantasy;Real Time Tactics;War;Dark Fantasy;Action;Dwarf,59.99,81,98425,2952750
Action,Survival;Open World;Zombies;Online Co-Op;Multiplayer;Post-apocalyptic;Shooter;PvP;Massively Multiplayer;FPS,49.99,86,376856,11305680
Action,Early Access;Action RPG;Online Co-Op;Souls-like;Combat;Hack and Slash;Open World;Exploration;RPG;Cinematic,39.99,86,59070,1772100
Action,Action;Action RPG;Souls-like;RPG;Open World;Hack and Slash;Difficult;Third Person;Dark Fantasy;Fantasy,69.99,78,9706,291180
Action,Early Access;Roguelite;Top-Down Shooter;Action Roguelike;Twin Stick Shooter;Moddable;Top-Down;Shooter;Perma Death;Character Customization,13.99,76,2806,84180
Adventure,Life Sim;Character Customization;Simulation;Realistic;Singleplayer;Building;Family Friendly;Romance;Sandbox;Immersive Sim,39.99,74,26794,803820
Action,Online Co-Op;Horror;First-Person;Co-op;Survival Horror;Funny;Exploration;Psychological Horror;Sci-fi;PvE,9.99,93,405610,12168300
Early Access,Early Access;Mechs;Crafting;Base Building;Open World Survival Craft;Farming Sim;Online Co-Op;Resource Management;Agriculture;Exploration,14.99,81,3614,108420
Action,Survival;Zombies;Multiplayer;Open World;Open World Survival Craft;Base Building;Post-apocalyptic;Online Co-Op;Voxel;Building,44.99,85,270508,8115240
Action,Open World;Space;Open World Survival Craft;Exploration;Sci-fi;Survival;Procedural Generation;Multiplayer;Adventure;First-Person,59.99,89,301832,9054960
Casual,Multiplayer;Social Deduction;Online Co-Op;Space;Survival;2D;Funny;Psychological;Party Game;Co-op,4.99,93,637467,19124010
Action,Great Soundtrack;FPS;Classic;Multiplayer;Story Rich;Sci-fi;Co-op;First-Person;Shooter;Epic,39.99,85,232842,6985260
Action,Racing;Open World;Driving;Multiplayer;Automobile Sim;Realistic;Simulation;Adventure;Arcade;Exploration,59.99,89,245405,7362150
Action,Early Access;MOBA;Action;Third Person;Strategy;Mythology;Adventure;Competitive;Casual;RPG,0,56,7764,232920
Action,Action;RPG;JRPG;Adventure;Action RPG;Action-Adventure;Party-Based RPG;Spectacle fighter;3D;3D Platformer,19.99,88,6385,191550
Action,Story Rich;RPG;Choices Matter;Sci-fi;Singleplayer;Space;Character Customization;Third-Person Shooter;Action;Action RPG,5.99,92,58379,1751370
Adventure,Early Access;Horses;Historical;Exploration;Nature;Survival;Open World;Mythology;Female Protagonist;Simulation,29.99,80,849,25470
Action,Free to Play;MOBA;Multiplayer;Strategy;eSports;Team-Based;Competitive;Action;Online Co-Op;PvP,0,69,14369,431070
Adventure,Base Building;Open World Survival Craft;Survival;Online Co-Op;Co-op;Building;Crafting;Open World;Space;Exploration,23.99,96,62216,1866480
Racing,Simulation;Automobile Sim;Sandbox;Realistic;Moddable;Driving;Racing;Singleplayer;3D;Education,4.49,93,33820,1014600
Action,Building;Crafting;Multiplayer;Medieval;Co-op;Survival;Open World;Base Building;Sandbox;Immersive Sim,17.49,87,40930,1227900
Action,Choices Matter;Story Rich;Female Protagonist;Multiple Endings;LGBTQ+;Emotional;Romance;Third Person;Drama;Mystery,7.99,93,6947,208410
Action,Action;RPG;Adventure;Action RPG;JRPG;Spectacle fighter;3D;Third Person;Dark Fantasy;Atmospheric,15.99,81,3417,102510
Action,Space;Family Friendly;Action;Co-op Campaign;Online Co-Op;Singleplayer;Adventure;Action-Adventure;Colorful;Physics,24.99,90,28321,849630
Casual,Sandbox;Moddable;Multiplayer;Physics;Building;Casual;Funny;First-Person;Singleplayer;FPS,9.99,97,1055266,31657980
RPG,RPG;JRPG;Fantasy;Singleplayer;Story Rich;Great Soundtrack;Open World;Adventure;Exploration;Classic,19.99,84,8057,241710
Adventure,Colorful;MMORPG;Deckbuilding;PvP;Crafting;Free to Play;Nostalgia;Magic;Card Game;Turn-Based Combat,0,88,0,0
Casual,Casual;Simulation;Relaxing;Local Multiplayer;Sandbox;Multiplayer;Online Co-Op;Local Co-Op;First-Person;Immersive Sim,24.99,93,9185,275550
Indie,Racing;Automobile Sim;Simulation;Multiplayer;Driving;VR;Realistic;Sports;Open World;Moddable,19.99,91,129945,3898350
Action,Multiplayer;Skateboarding;Action;Free to Play;Controller;Character Customization;Online Co-Op;Sports;Sandbox;Third Person,0,50,266,7980
Action,Early Access;Realistic;FPS;Shooter;Military;Co-op;VR;Multiplayer;Horror;Zombies,33.32,80,38917,1167510
Action,Horror;Multiplayer;Online Co-Op;Psychological Horror;Co-op;Survival Horror;First-Person;Escape Room;Exploration;Adventure,9.99,89,110653,3319590
Adventure,Free to Play;Multiplayer;Life Sim;Cozy;Farming Sim;Exploration;Building;Crafting;Relaxing;Casual,0,85,0,0
Action,Zombies;Co-op;FPS;Multiplayer;Shooter;Online Co-Op;Action;Survival;Horror;First-Person,9.99,97,783882,23516460
Racing,Racing;Sports;Driving;Automobile Sim;Arcade;Simulation;Singleplayer;Multiplayer;Physics;Realistic,59.99,68,1385,41550
Action,Horror;Multiplayer;Procedural Generation;Adventure;Exploration;Choices Matter;Female Protagonist;Supernatural;Surreal;First-Person,7.99,94,276,8280
Action,FPS;Multiplayer;Shooter;Singleplayer;Action;Military;First-Person;War;Modern;Tactical,0,50,406672,12200160
RPG,RPG;2D;Singleplayer;JRPG;Adventure;Class-Based;Fantasy;Emotional;Exploration;Pixel Graphics,11.69,95,4131,123930
Massively Multiplayer,Massively Multiplayer;MMORPG;Open World;RPG;Character Customization;Medieval;Multiplayer;Adventure;Action RPG;PvP,3.99,70,9658,289740
Action,,0,0,0,0
Action,JRPG;Anime;Action RPG;Hack and Slash;3D;Fantasy;RPG;Singleplayer;Realistic;Dark,69.99,0,0,0
Action,Survival;Open World;Medieval;City Builder;Crafting;Online Co-Op;Multiplayer;Building;Simulation;RPG,29.99,82,17337,520110
Action,RPG;Open World Survival Craft;Adventure;Action;Building;Sandbox;Crafting;JRPG;Anime;Cute,24.99,94,6630,198900
Indie,Sandbox;God Game;Simulation;Pixel Graphics;Colony Sim;Life Sim;Destruction;Building;Artificial Intelligence;Fantasy,19.99,96,46991,1409730
Racing,Racing;Sports;Simulation;Multiplayer;VR;Driving;Automobile Sim;PvP;Co-op;Online Co-Op,59.99,83,19045,571350
Action,Open World;Adventure;Action;Multiplayer;Online Co-Op;First-Person;Exploration;Singleplayer;Shooter;Character Customization,29.99,80,11884,356520
Action,Action-Adventure;Souls-like;Third Person;Open World;Story Rich;Swordplay;Sci-fi;Exploration;Action;Platformer,3.19,86,147131,4413930
Action,Action;Roguelike;Roguelite;Hack and Slash;Mythology;Action Roguelike;RPG;Female Protagonist;Dungeon Crawler;Action RPG,29.99,94,106815,3204450
Action,Action;Singleplayer;Adventure;FPS;Action-Adventure;3D;Comedy;Shooter;First-Person;Sci-fi,59.99,69,1665,49950
Indie,Roguelike;Base Building;RTS;Tower Defense;Dark Fantasy;Fantasy;Strategy;Resource Management;City Builder;Roguelite,9.74,87,7579,227370
Action,Open World Survival Craft;Survival;Multiplayer;Open World;Dinosaurs;Crafting;Building;Adventure;Base Building;Co-op,14.99,84,573769,17213070
Action,Survival Horror;Horror;First-Person;Singleplayer;Action;Sexual Content;Zombies;Gore;Story Rich;FPS,39.99,94,96814,2904420
Massively Multiplayer,Free to Play;Sci-fi;Massively Multiplayer;Space;MMORPG;RPG;Open World;Multiplayer;Character Customization;Action,0,72,935,28050
Action,Multiplayer;Online Co-Op;Local Co-Op;Co-op;Casual;Cooking;Funny;4 Player Local;Indie;Local Multiplayer,12.12,91,58723,1761690
Action,Co-op;Multiplayer;Survival;Submarine;Survival Horror;Horror;2D;Underwater;Simulation;Sci-fi,17.49,94,57792,1733760
Action,Free to Play;Multiplayer;Fighting;2D Fighter;2D Platformer;Casual;Local Multiplayer;Co-op;Platformer;Controller,0,59,2896,86880
Adventure,RPG;JRPG;Turn-Based Combat;3D;Adventure;Story Rich;Cute;Fantasy;Linear;Singleplayer,23.99,58,1647,49410
Action,Action;Adventure;Action-Adventure;RPG;Hack and Slash;Mythology;Cinematic;Story Rich;Action RPG;Third Person,59.99,92,28447,853410
Action,Action Roguelike;Roguelike;Bullet Hell;Roguelite;Indie;Survival;Loot;Action;Arcade;Singleplayer,7.49,90,92901,2787030
RPG,RPG;Turn-Based Combat;Strategy;Character Customization;Choices Matter;Turn-Based Strategy;Turn-Based Tactics;CRPG;Story Rich;Adventure,39.99,92,8450,253500
Action,Tower Defense;Strategy;Action;Singleplayer;Roguelike;2D;Funny;Tactical;Cartoony;Family Friendly,8.79,89,394,11820
Strategy,Strategy;RTS;City Builder;Multiplayer;Base Building;Historical;Singleplayer;Medieval;Resource Management;Classic,34.99,93,152820,4584600
Action,Action;Zombies;Horror;Female Protagonist;Multiplayer;Survival Horror;Singleplayer;Remake;Third Person;Co-op,39.99,86,70071,2102130
Action,Fighting;3D Fighter;Multiplayer;Action;Local Multiplayer;PvP;eSports;Arcade;Singleplayer;Competitive,59.99,66,43267,1298010
Adventure,Multiple Endings;Story Rich;Visual Novel;Anime;Turn-Based Strategy;Adventure;Dark Humor;Dark Comedy;Turn-Based Tactics;Dystopian ,48.99,86,6459,193770
Action,Anime;Multiplayer;Action;3D Fighter;Local Multiplayer;Fighting;PvP;Combat;Martial Arts;Singleplayer,49.99,83,48138,1444140
Action,Co-op;Multiplayer;Split Screen;Local Co-Op;Online Co-Op;Puzzle;Adventure;Story Rich;Co-op Campaign;Local Multiplayer,39.99,96,207367,6221010
Casual,Card Game;Roguelike;Roguelike Deckbuilder;Deckbuilding;Singleplayer;Strategy;Pixel Graphics;Replay Value;Roguelite;Indie,14.99,96,150246,4507380
Action,Zombies;Action;Co-op;Third-Person Shooter;Horror;Co-op Campaign;Online Co-Op;Multiplayer;Adventure;Split Screen,19.99,72,45016,1350480
Casual,Simulation;Building;Co-op;Relaxing;Design & Illustration;Casual;Online Co-Op;Family Friendly;Replay Value;Sandbox,39.99,89,14593,437790
Action,Dragons;Funny;Old School;Adventure;Casual;Board Game;Card Game;RPG;Tabletop;Dungeon Crawler,7.49,37,1294,38820
Simulation,Simulation;Management;Economy;Singleplayer;Collectathon;Capitalism;Trading Card Game;Card Game;Early Access;Trading,12.99,94,43984,1319520
Massively Multiplayer,Fishing;Free to Play;Multiplayer;Simulation;Relaxing;Sports;Realistic;Massively Multiplayer;Co-op;First-Person,0,86,550,16500
Action,FPS;Mechs;Multiplayer;Shooter;Singleplayer;Parkour;Action;Sci-fi;First-Person;Futuristic,2.99,96,243563,7306890
Action,Multiplayer;Action;FPS;Shooter;Singleplayer;First-Person;Co-op;War;Online Co-Op;Team-Based,59.99,86,22497,674910
Indie,Strategy;Tower Defense;2D;Cartoon;Singleplayer;Cartoony;Fantasy;Dragons;Building;Funny,10.99,80,9560,286800
Action,FPS;Multiplayer;World War I;Singleplayer;War;Shooter;Action;First-Person;Historical;Atmospheric,1.99,79,185515,5565450
Action,Action;Roguelite;Arcade;Bullet Hell;Roguelike;Action Roguelike;Shoot 'Em Up;Top-Down Shooter;2D;Pixel Graphics,11.99,93,21415,642450
RPG,RPG;JRPG;Exploration;Party-Based RPG;2D;Lore-Rich;Turn-Based Combat;Story Rich;Class-Based;Fantasy,11.69,88,2549,76470
RPG,JRPG;RPG;Female Protagonist;Great Soundtrack;Linear;Singleplayer;Fantasy;Story Rich;Adventure;Cinematic,6.39,78,15607,468210
Action,Extraction Shooter;Multiplayer;FPS;PvP;Team-Based;Tactical;Open World;Atmospheric;Western;Perma Death,29.99,76,206034,6181020
Action,Difficult;Atmospheric;Survival;Exploration;Indie;Pixel Graphics;Platformer;2D;Open World;Post-apocalyptic,7.49,91,40614,1218420
Action,Action;Adventure;RPG;Singleplayer;Action RPG;JRPG;3D;Action-Adventure;Colorful;Emotional,29.99,93,1884,56520
RPG,Tactical RPG;Turn-Based Tactics;Fantasy;PvE;Party-Based RPG;Tabletop;Turn-Based Strategy;RPG;Strategy;Isometric,24.99,87,1571,47130
Racing,Racing;Simulation;Combat Racing;Destruction;Automobile Sim;Realistic;Multiplayer;3D;Driving;First-Person,27.99,71,4702,141060
Adventure,Simulation;Adventure;Exploration;Open World;Third Person;Family Friendly;Character Customization;Co-op;Cozy;Creature Collector,17.99,83,212,6360
RPG,RPG;Singleplayer;JRPG;2D;Class-Based;Pixel Graphics;Adventure;Exploration;Party-Based RPG;Emotional,11.69,87,2119,63570
Action,Open World;RPG;Post-apocalyptic;Singleplayer;Moddable;Story Rich;Exploration;First-Person;Action;Adventure,9.99,93,204711,6141330
Action,Survival;Multiplayer;Co-op;Open World Survival Craft;Base Building;Crafting;Adventure;Open World;Horror;Online Co-Op,39.99,92,72888,2186640
Casual,Early Access;Farming Sim;Life Sim;RPG;Building;Casual;Sandbox;Simulation;Crafting;Relaxing,39.99,85,5704,171120
Action,Action;Adventure;LGBTQ+;Choose Your Own Adventure;Cinematic;Choices Matter;Third Person;Emotional;Stylized;Female Protagonist,39.99,0,0,0
Action,Multiplayer;Dungeon Crawler;Action Roguelike;Roguelike;Online Co-Op;Local Multiplayer;Local Co-Op;Fantasy;First-Person;4 Player Local,19.99,87,9839,295170
Racing,Racing;Sports;Arcade;First-Person;3D;Realistic;Motocross;Third Person;Driving;Motorbike,9.99,89,3614,108420
RPG,RPG;JRPG;Singleplayer;2D;Adventure;Class-Based;Exploration;Fantasy;Magic;Nostalgia,11.69,82,2402,72060
Simulation,Strategy;Base Building;City Builder;Simulation;Grand Strategy;Historical;Colony Sim;Sandbox;Management;Building,39.99,77,70932,2127960
RPG,RPG;JRPG;Creature Collector;Party-Based RPG;Anime;3D;Collectathon;Cute;Time Travel;Fantasy,69.99,87,14113,423390
Action,Stealth;Assassin;VR;Action;Singleplayer;Sandbox;Multiplayer;Violent;Shooter;Third Person,29.99,89,51331,1539930
Action,Military;Realistic;FPS;PvP;Multiplayer;PvE;Shooter;Action;Tactical;First-Person,49.99,79,172825,5184750
Action,Funny;Physics;Multiplayer;Colorful;Party Game;Local Multiplayer;Party;Fighting;Comedy;3D Fighter,19.99,90,51541,1546230
RPG,Space;Open World;Singleplayer;RPG;Sci-fi;Exploration;First-Person;Character Customization;Story Rich;Action-Adventure,69.99,61,111778,3353340
Indie,Strategy;Interactive Fiction;Space Sim;Management;Roguelike;Choose Your Own Adventure;Aliens;Sci-fi;3D;Futuristic,34.99,78,3037,91110
Action,Multiplayer;Online Co-Op;Tower Defense;Singleplayer;Strategy;Survival;Action RPG;Character Customization;Tactical;Family Friendly,2.99,96,11920,357600
Action,Open World;Action;Story Rich;Singleplayer;Adventure;Stealth;Combat;Ninja;Third Person;Souls-like,59.99,92,58831,1764930
Simulation,Life Sim;Simulation;Character Customization;Building;Sandbox;Singleplayer;Casual;Funny;Moddable;Romance,19.99,75,30629,918870
Casual,Multiplayer;Casual;Mini Golf;Sports;Golf;Indie;Funny;Family Friendly;Co-op;Singleplayer,7.19,87,48220,1446600
Action,Stylized;Indie;Adventure;Exploration;Atmospheric;Singleplayer;Survival;Sports;Action-Adventure;Unforgiving,29.99,94,13159,394770
Indie,Automation;Resource Management;Base Building;Simulation;Strategy;Economy;Management;Building;Early Access;City Builder,24.49,72,9611,288330
Action,Mythology;Action RPG;Action;Souls-like;RPG;Combat;Story Rich;Singleplayer;Action-Adventure;Drama,59.99,89,869480,26084400
Adventure,JRPG;Turn-Based Combat;RPG;Party-Based RPG;Story Rich;Dragons;3D;Adventure;Funny;Singleplayer,19.99,91,9838,295140
Action,Early Access;Flight;Simulation;Action;Multiplayer;Combat;Military;War;Sci-fi;Wargame,17.99,94,7024,210720
Action,Multiplayer;Funny;Casual;Cute;Party Game;Co-op;Fighting;Action;PvP;Online Co-Op,19.99,85,54195,1625850
RPG,RPG;Open World;Fantasy;Singleplayer;Adventure;Exploration;Character Customization;First-Person;Action RPG;Third Person,49.99,58,56983,1709490
Simulation,Simulation;Flight;Free to Play;Military;Multiplayer;Realistic;VR;War;Open World;Singleplayer,0,82,694,20820
Indie,Story Rich;Great Soundtrack;Pixel Graphics;Funny;RPG;Singleplayer;Bullet Hell;Emotional;2D;Comedy,24.99,97,89104,2673120
Action,Free to Play;FPS;Shooter;Simulation;Multiplayer;Singleplayer;First-Person;eSports;Action;Competitive,0,80,261,7830
Action,2D Fighter;Fighting;Character Customization;Arcade;Multiplayer;Action;Competitive;PvP;Adventure;Local Multiplayer,39.99,76,44803,1344090
Action,Early Access;Action RPG;Online Co-Op;Crafting;Physics;Action-Adventure;Adventure;Fantasy;Action;Colorful,19.79,83,1139,34170
Racing,Motocross;Motorbike;Multiplayer;VR;Simulation;Realistic;Offroad;Racing;Moddable;Controller,34.99,95,32325,969750
Strategy,Strategy;RTS;Base Building;War;Multiplayer;Medieval;Singleplayer;Resource Management;City Builder;Historical,39.99,83,68519,2055570
Action,Anime;Free to Play;Battle Royale;Multiplayer;PvP;3D Fighter;Team-Based;Action;3D;Online Co-Op,0,72,0,0
Action,Racing;Multiplayer;Open World;Driving;Singleplayer;Action;Co-op;Adventure;Combat Racing;Atmospheric,3.49,84,120393,3611790
Action,Zombies;Open World;Multiplayer;First-Person;Parkour;Horror;Action;Co-op Campaign;Gore;Singleplayer,59.99,79,54257,1627710
Action,Extraction Shooter;PvE;Realistic;FPS;Action;Gun Customization;Tactical;Early Access;Online Co-Op;Shooter,21.99,78,6863,205890
Action,Early Access;Horror;Online Co-Op;First-Person;Atmospheric;Aliens;Survival Horror;Stealth;Multiplayer;Exploration,9.99,94,5048,151440
Simulation,LGBTQ+;Sexual Content;Dating Sim;Romance;Simulation;Singleplayer;Comedy;Multiple Endings;Choose Your Own Adventure;Cute,14.99,88,5853,175590
Action,MMORPG;Free to Play;Open World;Massively Multiplayer;RPG;Fantasy;Character Customization;PvP;PvE;Multiplayer,0,56,10830,324900
Action,Casual;LEGO;Action;Family Friendly;Adventure;3D Platformer;Multiplayer;Action-Adventure;Co-op;Local Co-Op,7.99,87,1110,33300
Action,Action;Cute;Sci-fi;Adventure;Third-Person Shooter;Funny;Action-Adventure;Futuristic;Robots;Third Person,59.99,0,0,0
Indie,Simulation;Life Sim;Sandbox;Creature Collector;2D;Colorful;Pixel Graphics;Agriculture;Capitalism;Gambling,9.99,97,432,12960
Action,Zombies;PvP;Hero Shooter;Third-Person Shooter;Funny;Multiplayer;Action;Character Customization;Shooter;Team-Based,2.99,85,41067,1232010
Action,,0,0,0,0
Action,Female Protagonist;Action;Sexual Content;Souls-like;Hack and Slash;Singleplayer;Third Person;Action RPG;Post-apocalyptic;Adventure,59.99,91,54485,1634550
RPG,RPG;JRPG;Pixel Graphics;Turn-Based Combat;Singleplayer;2.5D;Fantasy;Remake;Story Rich;Cute,35.99,86,3754,112620
Action,Story Rich;Post-apocalyptic;Zombies;Horror;Action-Adventure;Shooter;Singleplayer;Third-Person Shooter;Survival;Third Person,59.99,95,59411,1782330
Action,Multiplayer;Shooter;Third-Person Shooter;Singleplayer;Space;Sci-fi;Action;FPS;Co-op;Combat,3.19,90,81437,2443110
Action,Horror;Online Co-Op;Procedural Generation;Exploration;Action Roguelike;Comedy;Physics;Multiplayer;Co-op;Funny,5.59,91,66039,1981170
Casual,Management;Simulation;Building;Sandbox;Nature;City Builder;Economy;Realistic;Singleplayer;Family Friendly,44.99,89,77698,2330940
Action,Open World Survival Craft;Survival;Horror;Open World;Crafting;Adventure;Building;Survival Horror;First-Person;Action,19.99,95,564299,16928970
Action,Early Access;Survival;Open World;Base Building;Crafting;Exploration;Atmospheric;Simulation;Sandbox;Lore-Rich,34.99,78,8984,269520
Action,Action;Hack and Slash;Action RPG;Adventure;RPG;Loot;Isometric;Dungeon Crawler;Early Access;Fantasy,24.99,88,941,28230
Action,Multiplayer;Horror;Online Co-Op;Psychological Horror;Survival Horror;Co-op;Atmospheric;Realistic;Early Access;First-Person,9.99,88,28635,859050
Action,Zombies;Survival;Open World;Post-apocalyptic;Singleplayer;RPG;Exploration;Shooter;Loot;Base Building,11.99,92,20799,623970
Action,Metroidvania;Difficult;Indie;Great Soundtrack;Souls-like;2D;Singleplayer;Platformer;Exploration;Female Protagonist,19.99,91,364174,10925220
Action,Souls-like;Dark Fantasy;Difficult;RPG;Atmospheric;Lore-Rich;Third Person;Exploration;Story Rich;Action RPG,59.99,92,272981,8189430
Adventure,Open World Survival Craft;Mars;Base Building;Exploration;Robots;Sandbox;Space Sim;Building;Crafting;Open World,14.44,90,355,10650
Casual,Puzzle;Casual;Relaxing;Cute;Logic;Cozy;Wholesome;Colorful;Family Friendly;Singleplayer,6.99,96,6894,206820
Indie,Horror;Psychological Horror;Choices Matter;Singleplayer;Indie;Story Rich;Atmospheric;Multiple Endings;Dark;First-Person,14.99,94,23393,701790
Adventure,Anime;Visual Novel;Detective;Mystery;Story Rich;Great Soundtrack;Singleplayer;Psychological Horror;Horror;Adventure,7.99,95,32564,976920
Action,Open World;Survival;Open World Survival Craft;Multiplayer;Co-op;Online Co-Op;Early Access;Crafting;Building;Exploration,29.99,84,22028,660840
Strategy,Strategy;Turn-Based Strategy;Multiplayer;Historical;Grand Strategy;Singleplayer;Turn-Based;4X;City Builder;War,59.99,90,269872,8096160
RPG,JRPG;Story Rich;Great Soundtrack;Fantasy;RPG;Classic;Turn-Based Combat;Singleplayer;Adventure;Turn-Based,8.39,96,11686,350580
Indie,Sandbox;Simulation;Funny;War;Strategy;Physics;Singleplayer;Realistic;Indie;Adventure,6.79,96,135697,4070910
RPG,JRPG;RPG;Fantasy;Female Protagonist;Singleplayer;Great Soundtrack;Story Rich;Time Travel;Adventure;Anime,7.99,51,4887,146610
Action,Difficult;Cartoon;Co-op;Platformer;Local Co-Op;Great Soundtrack;2D;Multiplayer;Indie;Hand-drawn,19.99,96,184278,5528340
Action,Roguelike;FPS;Online Co-Op;PvE;Roguelite;Looter Shooter;First-Person;Horror;Dungeon Crawler;Shooter,24.99,86,12397,371910
Action,Open World;Action;Destruction;Multiplayer;Third-Person Shooter;Singleplayer;Shooter;Adventure;Sandbox;Third Person,2.99,91,102337,3070110
Adventure,RPG;Adventure;JRPG;Story Rich;Great Soundtrack;Turn-Based;Singleplayer;Classic;Fantasy;Turn-Based Combat,7.99,75,4485,134550
Action,RPG;JRPG;Pixel Graphics;Action RPG;Action;PvE;Story Rich;2D;Multiple Endings;1990's,24.99,96,3062,91860
Action,Open World;Action;Destruction;Singleplayer;Adventure;Sandbox;Third-Person Shooter;Shooter;Physics;Violent,0,68,22696,680880
Adventure,RPG;Open World;Turn-Based Strategy;Party-Based RPG;Medieval;Turn-Based Combat;Co-op;Adventure;Tactical RPG;Strategy,13.99,67,30512,915360
Adventure,Adventure;RPG;Strategy;Party-Based RPG;Board Game;Roguelike;Turn-Based Strategy;Online Co-Op;Turn-Based Combat;Roguelite,9.99,73,11941,358230
Action,Action;Adventure;Open World;Female Protagonist;Ninja;Stealth;Assassin;Combat;3D;Singleplayer,69.99,66,30843,925290
Action,Loot;Shooter;Action;Multiplayer;Co-op;Looter Shooter;FPS;RPG;First-Person;Funny,8.79,92,214260,6427800
RPG,JRPG;RPG;Turn-Based Combat;Pixel Graphics;Party-Based RPG;2D;Exploration;Fantasy;Class-Based;Retro,7.79,98,7385,221550
Action,Action;FPS;Zombies;Multiplayer;Shooter;Singleplayer;Cold War;First-Person;War;Military,39.99,88,21464,643920
Action,Action Roguelike;Co-op;Multiplayer;PvE;Adventure;Story Rich;Action;Controller;2.5D;Strategy,7.49,87,2729,81870
Action,Open World;Action;Martial Arts;Crime;Singleplayer;Third Person;Story Rich;Parkour;Adventure;Multiplayer,2.99,97,66493,1994790
Adventure,Casual;Strategy;Party Game;Board Game;Trivia;2D;Cartoony;Colorful;Cute;Comedy,29.99,72,356,10680
Action,Survival Horror;Zombies;Horror;Classic;Remake;Atmospheric;Singleplayer;Puzzle;Survival;Adventure,19.99,92,23686,710580
Adventure,Visual Novel;Detective;Female Protagonist;Anime;Story Rich;Mystery;Great Soundtrack;Singleplayer;Psychological Horror;Dark Humor,7.99,81,20318,609540
Indie,Indie;Multiplayer;Dark;PvP;Co-op;Funny;Online Co-Op;Casual;Puzzle;Strategy,4.99,85,495,14850
Action,Simulation;Realistic;Multiplayer;Open World;Nature;Science;Early Access;Immersive Sim;Atmospheric;Adventure,34.99,84,2607,78210
Action,Online Co-Op;Co-op;Split Screen;Story Rich;Local Co-Op;Multiplayer;Action-Adventure;Action;Adventure;Crime,2.99,88,72109,2163270
Adventure,Co-op;Adventure;Platformer;Casual;Puzzle Platformer;Multiplayer;Online Co-Op;Simulation;3D Platformer;Action-Adventure,4.99,84,51146,1534380
Action,Co-op;Dark Fantasy;Games Workshop;Hack and Slash;Multiplayer;Online Co-Op;PvE;Gore;First-Person;Dwarf,2.99,85,89798,2693940
Action,Story Rich;Post-apocalyptic;Third-Person Shooter;Action-Adventure;LGBTQ+;Horror;Third Person;Action;Stealth;Emotional,49.99,90,28712,861360
Indie,Early Access;Farming Sim;Dating Sim;Life Sim;RPG;Pixel Graphics;Romance;Simulation;Cute;Farming,13.99,97,24288,728640
Casual,Hidden Object;Cozy;Wholesome;Casual;Creature Collector;Relaxing;Puzzle;Cute;Colorful;Hand-drawn,16.19,96,772,23160
Action,Choices Matter;Story Rich;LGBTQ+;Female Protagonist;Multiple Endings;Choose Your Own Adventure;Emotional;Romance;Third Person;Atmospheric,17.99,88,12015,360450
Strategy,Base Building;Tower Defense;Resource Management;Automation;Strategy;Sandbox;Multiplayer;Building;Co-op;RTS,2.99,94,21988,659640
Action,Robots;Mechs;Free to Play;PvP;Multiplayer;Shooter;Third-Person Shooter;3D;Arena Shooter;Third Person,0,67,0,0
Action,World War II;Strategy;Real Time Tactics;Historical;RTS;Third Person;Singleplayer;War;Moddable;Military,34.99,86,28819,864570
Action,Zombies;Online Co-Op;Multiplayer;FPS;Shooter;Co-op;Action;Gore;Horror;Singleplayer,5.99,70,54232,1626960
Action,Tactical;World War II;Historical;Military;Vehicular Combat;Simulation;RTS;Wargame;War;Tanks,26.99,58,0,0
Action,Action;Sandbox;Physics;Funny;Casual;Co-op;Open World;Simulation;3D;Local Multiplayer,2.24,56,1551,46530
Action,Early Access;Dungeon Crawler;Multiplayer;Loot;Medieval;Extraction Shooter;PvP;RPG;Online Co-Op;Battle Royale,0,66,0,0
Action,Early Access;Realistic;Shooter;Action;Tactical;Simulation;PvE;FPS;War;Gun Customization,19.99,88,3709,111270
Action,Co-op;Management;Cooking;Local Co-Op;Roguelite;Building;Roguelike;Cute;Procedural Generation;Funny,5.99,90,17543,526290
Action,Open World;FPS;Post-apocalyptic;Survival;Atmospheric;Singleplayer;Shooter;Exploration;RPG;Story Rich,59.99,75,99533,2985990
Action,Action;Adventure;Beat 'em up;Pixel Graphics;2D;Funny;Retro;Female Protagonist;4 Player Local;Local Co-Op,28.99,85,308,9240
Adventure,Physics;Sandbox;Exploration;Open World;Simulation;Character Customization;3D;Action-Adventure;Casual;Comedy,11.99,97,12550,376500
Action,Early Access;RPG;Shop Keeper;Action-Adventure;Roguelike;Inventory Management;Roguelite;Action;Procedural Generation;Exploration,23.99,82,1911,57330
Action,VR;Psychological Horror;Multiplayer;First-Person;Parkour;Funny;Horror;3D;3D Platformer;Action,19.99,93,47405,1422150
